Title,Publish Date,Format,Media Type,Series,Pillar,Month,Episode Number,Episode Part,Primary Link,YouTube URL,Duration,Podbean Link,Podbean Embeddable Link,Video ID,Summary,Featured
You Didn’t Break — You Rooted! #mentalstrength #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=PXtenEDLmnw,https://www.youtube.com/watch?v=PXtenEDLmnw,,,,PXtenEDLmnw,,No
You Already Know #selfawareness #courage #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=DspeTB8Jf6w,https://www.youtube.com/watch?v=DspeTB8Jf6w,,,,DspeTB8Jf6w,,No
Why Is Frequency So Deadly? #energyhealing #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=0cneuu8VtVw,https://www.youtube.com/watch?v=0cneuu8VtVw,,,,0cneuu8VtVw,,No
Why I created The Liberating River™ Podcast🌊,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=Wb-ZO0NIMJo,https://www.youtube.com/watch?v=Wb-ZO0NIMJo,,,,Wb-ZO0NIMJo,,No
Why Holding On Stops New Blessings? #soulwork #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=hR13I0GnDgM,https://www.youtube.com/watch?v=hR13I0GnDgM,,,,hR13I0GnDgM,,No
Why Delays Might Be Good For You! #divinetiming #faith #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=mL7L8Q25LXc,https://www.youtube.com/watch?v=mL7L8Q25LXc,,,,mL7L8Q25LXc,,No
"When You Choose Yourself, Everything Shifts #alignment #selftrust #shorts",,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=yPttJSRI6VU,https://www.youtube.com/watch?v=yPttJSRI6VU,,,,yPttJSRI6VU,,No
"When Nothing Makes Sense 🌊 | Faith, Clarity & Trusting the Process #faith #short",,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=j4hwTAGzeAU,https://www.youtube.com/watch?v=j4hwTAGzeAU,,,,j4hwTAGzeAU,,No
When Alignment Feels Like Flow #spirituality #transformation #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=U0xvpN_cAS8,https://www.youtube.com/watch?v=U0xvpN_cAS8,,,,U0xvpN_cAS8,,No
What If Fear Is Lying To You? #mindset #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=TUhupVhZgjo,https://www.youtube.com/watch?v=TUhupVhZgjo,,,,TUhupVhZgjo,,No
What Happens When You Stop Pretending? #divinealignment #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=OPiY83BY_Gk,https://www.youtube.com/watch?v=OPiY83BY_Gk,,,,OPiY83BY_Gk,,No
Unlearn. Reclaim. Flow. | The Liberating River™️ Intro,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=Bct5Jab2m2g,https://www.youtube.com/watch?v=Bct5Jab2m2g,,,,Bct5Jab2m2g,,No
Try This When You Feel Stuck! #calminthe #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=P8cJmDJxI_I,https://www.youtube.com/watch?v=P8cJmDJxI_I,,,,P8cJmDJxI_I,,No
The Truth About Boundaries #selflove #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=iAxWmaL19nw,https://www.youtube.com/watch?v=iAxWmaL19nw,,,,iAxWmaL19nw,,No
The Thing Your Body Knows Before Your Mind Does #Awareness #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=lnnEbuj221A,https://www.youtube.com/watch?v=lnnEbuj221A,,,,lnnEbuj221A,,No
The Quiet Power of Small Faithfulness #spiritualalignment #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=NZE3AGDAVjk,https://www.youtube.com/watch?v=NZE3AGDAVjk,,,,NZE3AGDAVjk,,No
The Lie that Slowing Down Means Losing #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=WOvBNsD1778,https://www.youtube.com/watch?v=WOvBNsD1778,,,,WOvBNsD1778,,No
The Hidden Cost of Being Out of Alignment #alignment #faithflow #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=Q6KGD3honLY,https://www.youtube.com/watch?v=Q6KGD3honLY,,,,Q6KGD3honLY,,No
The Heavy Season Taught You This #lessonlearned #release #transformation #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=AQQCOz6xodw,https://www.youtube.com/watch?v=AQQCOz6xodw,,,,AQQCOz6xodw,,No
The Fruit Your Words Bear After You're Gone #impact #legacy #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=7C3HnH1EImc,https://www.youtube.com/watch?v=7C3HnH1EImc,,,,7C3HnH1EImc,,No
The Energy Drain of Over Explaining #selfrespect #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=9Rlj3LfbBVA,https://www.youtube.com/watch?v=9Rlj3LfbBVA,,,,9Rlj3LfbBVA,,No
Superpower of Discipline Creates Freedom #consistency #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=O8iKdAa52MI,https://www.youtube.com/watch?v=O8iKdAa52MI,,,,O8iKdAa52MI,,No
Stuck vs. Integrating—There's a Difference #mindset #truth #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=ocxA9r8R_mg,https://www.youtube.com/watch?v=ocxA9r8R_mg,,,,ocxA9r8R_mg,,No
Stop Fighting the SEASON! #acceptance #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=M7NAxXGvUl0,https://www.youtube.com/watch?v=M7NAxXGvUl0,,,,M7NAxXGvUl0,,No
Stop Chasing Alignment and Start Being It #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=QG3NFMoUubo,https://www.youtube.com/watch?v=QG3NFMoUubo,,,,QG3NFMoUubo,,No
Stop becoming someone else #acceptance #liberation #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=j3NTlYHCnF0,https://www.youtube.com/watch?v=j3NTlYHCnF0,,,,j3NTlYHCnF0,,No
Small steps change everything #goals #transformation #selfdevelopment #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=GJWagthiwMA,https://www.youtube.com/watch?v=GJWagthiwMA,,,,GJWagthiwMA,,No
Signs Are Everywhere | Learning to See the Divine in the Ordinary #faithandflow #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=9UyID6LXQMY,https://www.youtube.com/watch?v=9UyID6LXQMY,,,,9UyID6LXQMY,,No
Show Up Anyway Changes EVERYTHING #consistency #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=Rk7EpzT6jBc,https://www.youtube.com/watch?v=Rk7EpzT6jBc,,,,Rk7EpzT6jBc,,No
"Self-trust, Where Real Safety Lives #spiritualhealing #selflove #emotionalhealth #shorts",,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=pNgcBznjEoE,https://www.youtube.com/watch?v=pNgcBznjEoE,,,,pNgcBznjEoE,,No
Secret Sign You're On The Right Path #faithandflow #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=RvLSUvhPHLg,https://www.youtube.com/watch?v=RvLSUvhPHLg,,,,RvLSUvhPHLg,,No
Secret Power of Rivers Revealed #inspiration #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=2BYd8-Ft9zA,https://www.youtube.com/watch?v=2BYd8-Ft9zA,,,,2BYd8-Ft9zA,,No
Safety Is Nternal! #innerhealing #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=XlOTkPWAJiQ,https://www.youtube.com/watch?v=XlOTkPWAJiQ,,,,XlOTkPWAJiQ,,No
Rush Mode Is Stealing Your Answers #liberated #spiritualtruth #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=ywiaT6wwbkY,https://www.youtube.com/watch?v=ywiaT6wwbkY,,,,ywiaT6wwbkY,,No
Refinement over reinvention changes everything #personalgrowth #discipline #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=DbTBuC_pFWo,https://www.youtube.com/watch?v=DbTBuC_pFWo,,,,DbTBuC_pFWo,,No
Quiet courage changes everything #mindset #courage #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=nJ1790oPInk,https://www.youtube.com/watch?v=nJ1790oPInk,,,,nJ1790oPInk,,No
Power of Small Steps | Faith in Action #faithinaction #smallsteps #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=nsHyXHUMkZE,https://www.youtube.com/watch?v=nsHyXHUMkZE,,,,nsHyXHUMkZE,,No
"Podcast Insights: God is Glorified by My Freedom, Not Misery! #shortsvideo",,Podcast Clip,Clip,Podcast Insight,,,,,https://www.youtube.com/watch?v=bdp9QPIOo4U,https://www.youtube.com/watch?v=bdp9QPIOo4U,,,,bdp9QPIOo4U,,No
Permission Granted! Feel Everything #emotions #selflove #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=kt7h6CjNULY,https://www.youtube.com/watch?v=kt7h6CjNULY,,,,kt7h6CjNULY,,No
Peace Does Not = Perfection = Plans #alignment #mindset #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=9PS3dGeA06A,https://www.youtube.com/watch?v=9PS3dGeA06A,,,,9PS3dGeA06A,,No
Overflow Starts in Your Thoughts | Abundance Mindset #mindset #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=zUqCSdrzo8E,https://www.youtube.com/watch?v=zUqCSdrzo8E,,,,zUqCSdrzo8E,,No
Outgrowing People Isn't Betrayal #evolution #truthmatters #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=Mi2u0V0Ci-E,https://www.youtube.com/watch?v=Mi2u0V0Ci-E,,,,Mi2u0V0Ci-E,,No
One Imperfect Step Beats Zero Perfect Ones #mindset #discipline #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=3YniLY4iVyU,https://www.youtube.com/watch?v=3YniLY4iVyU,,,,3YniLY4iVyU,,No
Notice What Gets Quiet #intuition #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=zAhQfsVhl8U,https://www.youtube.com/watch?v=zAhQfsVhl8U,,,,zAhQfsVhl8U,,No
Not Everything That Looks Good Feels Right #trust #intuition #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=ORgVJFROhP8,https://www.youtube.com/watch?v=ORgVJFROhP8,,,,ORgVJFROhP8,,No
No Limits — Faith in Motion #faith #transformation #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=YTCZ8AX16kI,https://www.youtube.com/watch?v=YTCZ8AX16kI,,,,YTCZ8AX16kI,,No
Moving forward despite fear changes everything #courage #mindset #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=PEuC-JeMIj4,https://www.youtube.com/watch?v=PEuC-JeMIj4,,,,PEuC-JeMIj4,,No
Move While You're Afraid → Nobody Talks About This #confidence #motivation #mindset #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=Fct9yFSX5os,https://www.youtube.com/watch?v=Fct9yFSX5os,,,,Fct9yFSX5os,,No
"Miracles in Motion 🌊 | Become the Vessel, Not the Victim #divineflow #short",,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=-z8ESjUQP_M,https://www.youtube.com/watch?v=-z8ESjUQP_M,,,,-z8ESjUQP_M,,No
Loving Someone Else Won't Fix This #selflove #relationships #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=Hkmyb3-Lr64,https://www.youtube.com/watch?v=Hkmyb3-Lr64,,,,Hkmyb3-Lr64,,No
Love Without Performance #authentic #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=xDaOspfngPg,https://www.youtube.com/watch?v=xDaOspfngPg,,,,xDaOspfngPg,,No
"Let It Flo | Surrender, Trust, and Move with Faith #short",,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=GHHyYAVealw,https://www.youtube.com/watch?v=GHHyYAVealw,,,,GHHyYAVealw,,No
"How Release Helps You Rise 🌊 | Float in Faith, Not Fear #faith #short",,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=4r9MRl1jln0,https://www.youtube.com/watch?v=4r9MRl1jln0,,,,4r9MRl1jln0,,No
How Movement Activates Miracles #transformation #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=02SXruGyFIo,https://www.youtube.com/watch?v=02SXruGyFIo,,,,02SXruGyFIo,,No
How Momentum Beats Perfection Every Time #spiritualawaken #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=8ehX5yALhwU,https://www.youtube.com/watch?v=8ehX5yALhwU,,,,8ehX5yALhwU,,No
Growth Lives Outside Your Comfort Zone! #lifechanging #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=R1eShMigBuw,https://www.youtube.com/watch?v=R1eShMigBuw,,,,R1eShMigBuw,,No
Grace In Progress — Trust God’s Timing #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=uNPemI_QmcI,https://www.youtube.com/watch?v=uNPemI_QmcI,,,,uNPemI_QmcI,,No
Finding Faith in Stillness #divinetiming #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=X8bfYhs4BAo,https://www.youtube.com/watch?v=X8bfYhs4BAo,,,,X8bfYhs4BAo,,No
Fear Loses Power The Moment You Decide #empowerment #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=phopmZjzJ9c,https://www.youtube.com/watch?v=phopmZjzJ9c,,,,phopmZjzJ9c,,No
Don't Let Fear Hold You Back #facingfears #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=iHZ_JSvSefE,https://www.youtube.com/watch?v=iHZ_JSvSefE,,,,iHZ_JSvSefE,,No
Discipline Feels Like Magic #divineflow #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=WWVG8EkupyE,https://www.youtube.com/watch?v=WWVG8EkupyE,,,,WWVG8EkupyE,,No
Confidence that doesn't need noise #quietconfidence #innerpower #spiritualgrowth,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=fBJ07ohUer8,https://www.youtube.com/watch?v=fBJ07ohUer8,,,,fBJ07ohUer8,,No
Clarity Loves Space #clarity #shorts,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=DoaT_toZAe8,https://www.youtube.com/watch?v=DoaT_toZAe8,,,,DoaT_toZAe8,,No
"Clarity comes from stopping, not striving #december #intention #short",,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=HTkGTRi_05E,https://www.youtube.com/watch?v=HTkGTRi_05E,,,,HTkGTRi_05E,,No
Begin Again — Faith Over Failure #transformation #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=yrpsaejKSgE,https://www.youtube.com/watch?v=yrpsaejKSgE,,,,yrpsaejKSgE,,No
Ancient Wisdom for Modern Life #lifelesson #short,,YouTube Short,Shortform,The Book of Flo,,,,,https://www.youtube.com/watch?v=x0CNmq5GbQg,https://www.youtube.com/watch?v=x0CNmq5GbQg,,,,x0CNmq5GbQg,,No
